Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
ISP,INTESA SANPAOLO,Financials,Equity,"6,647,580.88",0.11,"6,647,580.88","1,035,552.00",6.42,Italy,Borsa Italiana,USD,0.85,EUR,-
BN,BROOKFIELD CORP CLASS A,Financials,Equity,"6,641,482.94",0.11,"6,641,482.94","98,061.00",67.73,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
EL,ESSILORLUXOTTICA SA,Health Care,Equity,"6,639,438.42",0.11,"6,639,438.42","21,389.00",310.41,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
CVS,CVS HEALTH CORP,Health Care,Equity,"6,638,804.18",0.11,"6,638,804.18","88,541.00",74.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"6,615,552.96",0.11,"6,615,552.96","33,912.00",195.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
MCK,MCKESSON CORP,Health Care,Equity,"6,604,111.86",0.11,"6,604,111.86","9,283.00",711.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
NEM,NEWMONT,Materials,Equity,"6,592,490.50",0.11,"6,592,490.50","83,186.00",79.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
BMO,BANK OF MONTREAL,Financials,Equity,"6,589,225.78",0.11,"6,589,225.78","52,168.00",126.31,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"6,508,104.03",0.11,"6,508,104.03","16,239.00",400.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
KKR,KKR AND CO INC,Financials,Equity,"6,418,908.54",0.11,"6,418,908.54","44,781.00",143.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
NAB,NATIONAL AUSTRALIA BANK LTD,Financials,Equity,"6,396,709.04",0.11,"6,396,709.04","221,142.00",28.93,Australia,Asx - All Markets,USD,1.51,AUD,-
WM,WASTE MANAGEMENT INC,Industrials,Equity,"6,325,112.88",0.11,"6,325,112.88","28,993.00",218.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
WBC,WESTPAC BANKING CORPORATION CORP,Financials,Equity,"6,321,947.00",0.11,"6,321,947.00","247,297.00",25.56,Australia,Asx - All Markets,USD,1.51,AUD,-
MSTR,STRATEGY INC CLASS A,Information Technology,Equity,"6,291,062.64",0.11,"6,291,062.64","18,981.00",331.44,United States,NASDAQ,USD,1,USD,-
PRX,PROSUS NV CLASS N,Consumer Discretionary,Equity,"6,271,877.40",0.11,"6,271,877.40","97,971.00",64.02,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
MMM,3M,Industrials,Equity,"6,267,754.74",0.11,"6,267,754.74","39,702.00",157.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"6,249,457.00",0.11,"6,249,457.00","85,609.00",73,United States,New York Stock Exchange Inc.,USD,1,USD,-
SHW,SHERWIN WILLIAMS,Materials,Equity,"6,226,489.10",0.11,"6,226,489.10","17,291.00",360.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
BP.,BP PLC,Energy,Equity,"6,225,416.25",0.11,"6,225,416.25","1,091,790.00",5.7,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
REL,RELX PLC,Industrials,Equity,"6,204,870.72",0.11,"6,204,870.72","133,034.00",46.64,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"6,184,072.44",0.11,"6,184,072.44","18,382.00",336.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,Equity,"6,166,196.04",0.11,"6,166,196.04","238,500.00",25.85,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
D05,DBS GROUP HOLDINGS LTD,Financials,Equity,"6,147,312.76",0.11,"6,147,312.76","152,300.00",40.36,Singapore,Singapore Exchange,USD,1.28,SGD,01-Jan-98
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,Equity,"6,103,376.77",0.11,"6,103,376.77","53,059.00",115.03,United States,NASDAQ,USD,1,USD,-
CS,AXA SA,Financials,Equity,"6,077,619.17",0.1,"6,077,619.17","128,888.00",47.15,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
CI,CIGNA,Health Care,Equity,"6,054,594.48",0.1,"6,054,594.48","19,998.00",302.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Equity,"6,028,911.68",0.1,"6,028,911.68","9,660.00",624.11,Germany,Xetra,USD,0.85,EUR,-
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"5,998,920.24",0.1,"5,998,920.24","96,788.00",61.98,United States,NASDAQ,USD,1,USD,-
MCO,MOODYS CORP,Financials,Equity,"5,997,100.86",0.1,"5,997,100.86","11,706.00",512.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
GSK,GLAXOSMITHKLINE,Health Care,Equity,"5,984,403.02",0.1,"5,984,403.02","293,566.00",20.39,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"5,884,583.32",0.1,"5,884,583.32","10,217.00",575.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
8411,MIZUHO FINANCIAL GROUP INC,Financials,Equity,"5,849,000.10",0.1,"5,849,000.10","177,690.00",32.92,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
8766,TOKIO MARINE HOLDINGS INC,Financials,Equity,"5,820,618.25",0.1,"5,820,618.25","133,100.00",43.73,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"5,817,129.96",0.1,"5,817,129.96","12,076.00",481.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
BA.,BAE SYSTEMS PLC,Industrials,Equity,"5,781,725.11",0.1,"5,781,725.11","215,259.00",26.86,United Kingdom,London Stock Exchange,USD,0.74,GBP,01-Jan-98
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,"5,744,917.14",0.1,"5,744,917.14","28,443.00",201.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
BNS,BANK OF NOVA SCOTIA,Financials,Equity,"5,732,448.03",0.1,"5,732,448.03","90,485.00",63.35,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
SNPS,SYNOPSYS INC,Information Technology,Equity,"5,684,012.00",0.1,"5,684,012.00","13,360.00",425.45,United States,NASDAQ,USD,1,USD,-
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,"5,638,861.36",0.1,"5,638,861.36","52,957.00",106.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
EQIX,EQUINIX REIT INC,Real Estate,Equity,"5,599,131.00",0.1,"5,599,131.00","7,100.00",788.61,United States,NASDAQ,USD,1,USD,-
ITW,ILLINOIS TOOL INC,Industrials,Equity,"5,597,190.08",0.1,"5,597,190.08","21,253.00",263.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRH,CRH PUBLIC LIMITED PLC,Materials,Equity,"5,581,282.58",0.1,"5,581,282.58","49,222.00",113.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
RMS,HERMES INTERNATIONAL,Consumer Discretionary,Equity,"5,573,444.38",0.1,"5,573,444.38","2,274.00","2,450.95",France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
EMR,EMERSON ELECTRIC,Industrials,Equity,"5,573,145.20",0.1,"5,573,145.20","41,252.00",135.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
INGA,ING GROEP NV,Financials,Equity,"5,560,928.23",0.1,"5,560,928.23","219,689.00",25.31,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
6098,RECRUIT HOLDINGS LTD,Industrials,Equity,"5,553,497.21",0.1,"5,553,497.21","96,700.00",57.43,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
AON,AON PLC CLASS A,Financials,Equity,"5,547,262.30",0.1,"5,547,262.30","14,914.00",371.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"5,530,199.40",0.1,"5,530,199.40","16,956.00",326.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
AEM,AGNICO EAGLE MINES LTD,Materials,Equity,"5,521,657.42",0.1,"5,521,657.42","36,031.00",153.25,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
USB,US BANCORP,Financials,Equity,"5,516,905.96",0.1,"5,516,905.96","112,292.00",49.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
AJG,ARTHUR J GALLAGHER,Financials,Equity,"5,516,030.40",0.1,"5,516,030.40","18,555.00",297.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
BARC,BARCLAYS PLC,Financials,Equity,"5,474,035.82",0.09,"5,474,035.82","1,062,180.00",5.15,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
8058,MITSUBISHI CORP,Industrials,Equity,"5,459,463.69",0.09,"5,459,463.69","234,300.00",23.3,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
SE,SEA ADS REPRESENTING LTD CLASS A,Consumer Discretionary,Equity,"5,444,504.55",0.09,"5,444,504.55","27,771.00",196.05,Singapore,New York Stock Exchange Inc.,USD,1,USD,-
FI,FISERV INC,Financials,Equity,"5,434,184.24",0.09,"5,434,184.24","40,457.00",134.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
AZO,AUTOZONE INC,Consumer Discretionary,Equity,"5,432,942.55",0.09,"5,432,942.55","1,257.00","4,322.15",United States,New York Stock Exchange Inc.,USD,1,USD,-
ENEL,ENEL,Utilities,Equity,"5,422,343.41",0.09,"5,422,343.41","588,346.00",9.22,Italy,Borsa Italiana,USD,0.85,EUR,-
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Equity,"5,404,287.69",0.09,"5,404,287.69","68,297.00",79.13,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
ENR,SIEMENS ENERGY N AG,Industrials,Equity,"5,379,298.31",0.09,"5,379,298.31","49,239.00",109.25,Germany,Xetra,USD,0.85,EUR,-
6857,ADVANTEST CORP,Information Technology,Equity,"5,365,566.28",0.09,"5,365,566.28","56,800.00",94.46,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
CTAS,CINTAS CORP,Industrials,Equity,"5,344,794.07",0.09,"5,344,794.07","26,411.00",202.37,United States,NASDAQ,USD,1,USD,-
HCA,HCA HEALTHCARE INC,Health Care,Equity,"5,315,305.60",0.09,"5,315,305.60","13,120.00",405.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
6861,KEYENCE CORP,Information Technology,Equity,"5,290,800.74",0.09,"5,290,800.74","13,900.00",380.63,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
WMB,WILLIAMS INC,Energy,Equity,"5,220,328.46",0.09,"5,220,328.46","88,766.00",58.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
DBK,DEUTSCHE BANK AG,Financials,Equity,"5,216,901.25",0.09,"5,216,901.25","140,980.00",37,Germany,Xetra,USD,0.85,EUR,-
RIO,RIO TINTO PLC,Materials,Equity,"5,192,925.16",0.09,"5,192,925.16","83,225.00",62.4,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"5,192,085.73",0.09,"5,192,085.73","27,949.00",185.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
RBLX,ROBLOX CORP CLASS A,Communication,Equity,"5,180,693.22",0.09,"5,180,693.22","38,862.00",133.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"5,177,398.32",0.09,"5,177,398.32","16,607.00",311.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
VST,VISTRA CORP,Utilities,Equity,"5,152,748.40",0.09,"5,152,748.40","24,572.00",209.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"5,115,632.22",0.09,"5,115,632.22","47,574.00",107.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
8001,ITOCHU CORP,Industrials,Equity,"5,112,849.16",0.09,"5,112,849.16","88,000.00",58.1,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
SNOW,SNOWFLAKE INC,Information Technology,Equity,"5,092,863.35",0.09,"5,092,863.35","23,029.00",221.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"5,080,714.20",0.09,"5,080,714.20","3,996.00","1,271.45",United States,New York Stock Exchange Inc.,USD,1,USD,-
ECL,ECOLAB INC,Materials,Equity,"5,067,460.56",0.09,"5,067,460.56","18,588.00",272.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
DG,VINCI SA,Industrials,Equity,"5,046,929.05",0.09,"5,046,929.05","36,318.00",138.97,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Equity,"5,046,252.75",0.09,"5,046,252.75","67,213.00",75.08,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
LLOY,LLOYDS BANKING GROUP PLC,Financials,Equity,"5,042,935.53",0.09,"5,042,935.53","4,502,894.00",1.12,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
8035,TOKYO ELECTRON LTD,Information Technology,Equity,"5,031,633.65",0.09,"5,031,633.65","32,900.00",152.94,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
NG.,NATIONAL GRID PLC,Utilities,Equity,"5,015,208.12",0.09,"5,015,208.12","352,784.00",14.22,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
WES,WESFARMERS LTD,Consumer Discretionary,Equity,"4,971,372.61",0.09,"4,971,372.61","80,767.00",61.55,Australia,Asx - All Markets,USD,1.51,AUD,-
ADSK,AUTODESK INC,Information Technology,Equity,"4,957,321.21",0.09,"4,957,321.21","15,538.00",319.05,United States,NASDAQ,USD,1,USD,-
CSL,CSL LTD,Health Care,Equity,"4,882,814.46",0.08,"4,882,814.46","35,366.00",138.07,Australia,Asx - All Markets,USD,1.51,AUD,-
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"4,876,122.24",0.08,"4,876,122.24","22,032.00",221.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"4,857,106.80",0.08,"4,857,106.80","32,774.00",148.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"4,853,105.45",0.08,"4,853,105.45","17,665.00",274.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
EOG,EOG RESOURCES INC,Energy,Equity,"4,825,418.08",0.08,"4,825,418.08","40,838.00",118.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Equity,"4,751,524.42",0.08,"4,751,524.42","152,294.00",31.2,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
CSU,CONSTELLATION SOFTWARE INC,Information Technology,Equity,"4,722,816.21",0.08,"4,722,816.21","1,489.00","3,171.80",Canada,Toronto Stock Exchange,USD,1.38,CAD,-
ANZ,ANZ GROUP HOLDINGS LTD,Financials,Equity,"4,697,572.58",0.08,"4,697,572.58","213,044.00",22.05,Australia,Asx - All Markets,USD,1.51,AUD,01-Jan-98
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,"4,686,987.36",0.08,"4,686,987.36","14,509.00",323.04,United States,NASDAQ,USD,1,USD,-
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"4,670,771.82",0.08,"4,670,771.82","15,951.00",292.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"4,657,283.14",0.08,"4,657,283.14","69,626.00",66.89,United States,NASDAQ,USD,1,USD,-
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"4,650,438.48",0.08,"4,650,438.48","55,841.00",83.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
FCX,FREEPORT MCMORAN INC,Materials,Equity,"4,615,998.40",0.08,"4,615,998.40","103,220.00",44.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"4,612,107.55",0.08,"4,612,107.55","16,535.00",278.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
TEL,TE CONNECTIVITY PLC,Information Technology,Equity,"4,575,964.38",0.08,"4,575,964.38","21,809.00",209.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"4,567,543.50",0.08,"4,567,543.50","17,139.00",266.5,United States,NASDAQ,USD,1,USD,-
GLW,CORNING INC,Information Technology,Equity,"4,525,637.76",0.08,"4,525,637.76","58,744.00",77.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSX,CSX CORP,Industrials,Equity,"4,514,921.03",0.08,"4,514,921.03","139,049.00",32.47,United States,NASDAQ,USD,1,USD,-
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"4,498,975.95",0.08,"4,498,975.95","53,337.00",84.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"4,481,782.08",0.08,"4,481,782.08","16,314.00",274.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
URI,UNITED RENTALS INC,Industrials,Equity,"4,447,058.00",0.08,"4,447,058.00","4,741.00",938,United States,New York Stock Exchange Inc.,USD,1,USD,-
8031,MITSUI LTD,Industrials,Equity,"4,436,710.34",0.08,"4,436,710.34","179,800.00",24.68,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
RACE,FERRARI NV,Consumer Discretionary,Equity,"4,335,067.08",0.07,"4,335,067.08","9,076.00",477.64,Italy,Borsa Italiana,USD,0.85,EUR,-
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"4,328,800.00",0.07,"4,328,800.00","7,730.00",560,United States,NASDAQ,USD,1,USD,-
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"4,329,049.88",0.07,"4,329,049.88","9,292.00",465.89,United States,NASDAQ,USD,1,USD,-
ITX,INDUSTRIA DE DISENO TEXTIL INDITEX,Consumer Discretionary,Equity,"4,301,846.13",0.07,"4,301,846.13","79,401.00",54.18,Spain,Bolsa De Madrid,USD,0.85,EUR,-
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"4,284,943.01",0.07,"4,284,943.01","23,483.00",182.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
TFC,TRUIST FINANCIAL CORP,Financials,Equity,"4,261,772.40",0.07,"4,261,772.40","94,287.00",45.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPG,COMPASS GROUP PLC,Consumer Discretionary,Equity,"4,254,842.45",0.07,"4,254,842.45","120,744.00",35.24,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
9983,FAST RETAILING LTD,Consumer Discretionary,Equity,"4,253,665.14",0.07,"4,253,665.14","13,000.00",327.21,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
USD,USD CASH,Cash and/or Derivatives,Cash,"4,229,102.84",0.07,"4,229,102.84","4,229,103.00",100,United States,-,USD,1,USD,-
NWG,NATWEST GROUP PLC,Financials,Equity,"4,224,941.23",0.07,"4,224,941.23","588,829.00",7.18,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"4,220,000.00",0.07,"4,220,000.00","4,220,000.00",1,United States,-,USD,1,USD,-
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"4,208,499.45",0.07,"4,208,499.45","62,487.00",67.35,United States,NASDAQ,USD,1,USD,-
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,"4,199,870.74",0.07,"4,199,870.74","38,369.00",109.46,United States,NASDAQ,USD,1,USD,-
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,Equity,"4,200,259.59",0.07,"4,200,259.59","71,634.00",58.64,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,EUR,-
388,HONG KONG EXCHANGES AND CLEARING L,Financials,Equity,"4,194,450.41",0.07,"4,194,450.41","72,800.00",57.62,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"4,183,258.50",0.07,"4,183,258.50","24,111.00",173.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
AFL,AFLAC INC,Financials,Equity,"4,170,512.08",0.07,"4,170,512.08","38,216.00",109.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
MFC,MANULIFE FINANCIAL CORP,Financials,Equity,"4,128,083.58",0.07,"4,128,083.58","129,524.00",31.87,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"4,103,131.50",0.07,"4,103,131.50","70,139.00",58.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
NXPI,NXP SEMICONDUCTORS NV,Information Technology,Equity,"4,087,557.60",0.07,"4,087,557.60","18,680.00",218.82,United States,NASDAQ,USD,1,USD,-
PWR,QUANTA SERVICES INC,Industrials,Equity,"4,064,763.78",0.07,"4,064,763.78","10,626.00",382.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
COR,CENCORA INC,Health Care,Equity,"4,045,599.96",0.07,"4,045,599.96","13,373.00",302.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
BN,DANONE SA,Consumer Staples,Equity,"4,043,726.09",0.07,"4,043,726.09","46,198.00",87.53,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
DGE,DIAGEO PLC,Consumer Staples,Equity,"4,041,914.10",0.07,"4,041,914.10","159,502.00",25.34,United Kingdom,London Stock Exchange,USD,0.74,GBP,01-Jan-98
CMI,CUMMINS INC,Industrials,Equity,"4,035,005.45",0.07,"4,035,005.45","9,835.00",410.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"4,027,455.20",0.07,"4,027,455.20","22,340.00",180.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,Equity,"3,992,716.30",0.07,"3,992,716.30","34,115.00",117.04,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
AXON,AXON ENTERPRISE INC,Industrials,Equity,"3,987,073.49",0.07,"3,987,073.49","5,273.00",756.13,United States,NASDAQ,USD,1,USD,-
PSX,PHILLIPS,Energy,Equity,"3,982,251.00",0.07,"3,982,251.00","30,450.00",130.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
KMI,KINDER MORGAN INC,Energy,Equity,"3,977,091.16",0.07,"3,977,091.16","144,202.00",27.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
SRE,SEMPRA,Utilities,Equity,"3,973,383.84",0.07,"3,973,383.84","47,336.00",83.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"3,951,108.75",0.07,"3,951,108.75","28,625.00",138.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
MQG,MACQUARIE GROUP LTD DEF,Financials,Equity,"3,947,548.06",0.07,"3,947,548.06","26,516.00",148.87,Australia,Asx - All Markets,USD,1.51,AUD,-
FAST,FASTENAL,Industrials,Equity,"3,935,597.90",0.07,"3,935,597.90","82,942.00",47.45,United States,NASDAQ,USD,1,USD,-
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"3,933,667.75",0.07,"3,933,667.75","7,675.00",512.53,United States,NASDAQ,USD,1,USD,-
PCAR,PACCAR INC,Industrials,Equity,"3,913,216.74",0.07,"3,913,216.74","38,174.00",102.51,United States,NASDAQ,USD,1,USD,-
4063,SHIN ETSU CHEMICAL LTD,Materials,Equity,"3,904,351.04",0.07,"3,904,351.04","130,565.00",29.9,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,Equity,"3,889,252.74",0.07,"3,889,252.74","49,714.00",78.23,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
